Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q3,0.06,T3Q2,0.032,0.05431784132,0,2
T1Q3,0.06,T3Q3,0.040,0.05854396756,0,2
T1Q3,0.06,T3Q4,0.047,0.06265242599,0,2
T1Q3,0.06,T3Q5,0.062,0.07272929028,0,2
T1Q4,0.07,T1Q1,0.010,0.04765207616,1,1
T1Q4,0.07,T1Q2,0.013,0.04811487924,1,1
T1Q4,0.07,T1Q3,0.016,0.04859765543,1,1
T1Q4,0.07,T1Q4,0.019,0.04910035963,1,1
T1Q4,0.07,T1Q5,0.025,0.05103471391,0,2
T1Q4,0.07,T2Q1,0.020,0.04927234841,1,1
T1Q4,0.07,T2Q2,0.026,0.05147988128,0,2
T1Q4,0.07,T2Q3,0.032,0.05431784132,0,2
T1Q4,0.07,T2Q4,0.038,0.05744031832,0,2
T1Q4,0.07,T2Q5,0.050,0.06452955192,0,2
T1Q4,0.07,T3Q1,0.025,0.05103471391,0,2
T1Q4,0.07,T3Q2,0.032,0.05431784132,0,2
T1Q4,0.07,T3Q3,0.040,0.05854396756,0,2
T1Q4,0.07,T3Q4,0.047,0.06265242599,0,2
T1Q4,0.07,T3Q5,0.062,0.07272929028,0,2
T1Q5,0.10,T1Q1,0.010,0.04933206267,1,1
T1Q5,0.10,T1Q2,0.013,0.04980985972,1,1
T1Q5,0.10,T1Q3,0.016,0.05030830959,1,1
T1Q5,0.10,T1Q4,0.019,0.05082736397,1,1
T1Q5,0.10,T1Q5,0.025,0.05192709436,1,1
T1Q5,0.10,T2Q1,0.020,0.05100495263,1,1
T1Q5,0.10,T2Q2,0.026,0.05211835009,1,1
T1Q5,0.10,T2Q3,0.032,0.05431784132,0,2
T1Q5,0.10,T2Q4,0.038,0.05744031832,0,2
T1Q5,0.10,T2Q5,0.050,0.06452955192,0,2
T1Q5,0.10,T3Q1,0.025,0.05192709436,1,1
T1Q5,0.10,T3Q2,0.032,0.05431784132,0,2
T1Q5,0.10,T3Q3,0.040,0.05854396756,0,2
T1Q5,0.10,T3Q4,0.047,0.06265242599,0,2
T1Q5,0.10,T3Q5,0.062,0.07272929028,0,2
T2Q1,0.06,T1Q1,0.010,0.04709727435,1,1
T2Q1,0.06,T1Q2,0.013,0.04755510604,1,1
T2Q1,0.06,T1Q3,0.016,0.04803268603,1,1
T2Q1,0.06,T1Q4,0.019,0.04853166180,0,2
T2Q1,0.06,T1Q5,0.025,0.05103471391,0,2
T2Q1,0.06,T2Q1,0.020,0.04892878780,0,2
T2Q1,0.06,T2Q2,0.026,0.05147988128,0,2
T2Q1,0.06,T2Q3,0.032,0.05431784132,0,2
T2Q1,0.06,T2Q4,0.038,0.05744031832,0,2
T2Q1,0.06,T2Q5,0.050,0.06452955192,0,2
T2Q1,0.06,T3Q1,0.025,0.05103471391,0,2
T2Q1,0.06,T3Q2,0.032,0.05431784132,0,2
T2Q1,0.06,T3Q3,0.040,0.05854396756,0,2
T2Q1,0.06,T3Q4,0.047,0.06265242599,0,2
T2Q1,0.06,T3Q5,0.062,0.07272929028,0,2
T2Q2,0.07,T1Q1,0.010,0.04765207616,1,1
T2Q2,0.07,T1Q2,0.013,0.04811487924,1,1
T2Q2,0.07,T1Q3,0.016,0.04859765543,1,1
T2Q2,0.07,T1Q4,0.019,0.04910035963,1,1
T2Q2,0.07,T1Q5,0.025,0.05103471391,0,2
T2Q2,0.07,T2Q1,0.020,0.04927234841,1,1
T2Q2,0.07,T2Q2,0.026,0.05147988128,0,2
T2Q2,0.07,T2Q3,0.032,0.05431784132,0,2
T2Q2,0.07,T2Q4,0.038,0.05744031832,0,2
T2Q2,0.07,T2Q5,0.050,0.06452955192,0,2
T2Q2,0.07,T3Q1,0.025,0.05103471391,0,2
T2Q2,0.07,T3Q2,0.032,0.05431784132,0,2
T2Q2,0.07,T3Q3,0.040,0.05854396756,0,2
T2Q2,0.07,T3Q4,0.047,0.06265242599,0,2
T2Q2,0.07,T3Q5,0.062,0.07272929028,0,2
T2Q3,0.09,T1Q1,0.010,0.04876945212,1,1
T2Q3,0.09,T1Q2,0.013,0.04924223787,1,1
T2Q3,0.09,T1Q3,0.016,0.04973544897,1,1
T2Q3,0.09,T1Q4,0.019,0.05024903822,1,1
T2Q3,0.09,T1Q5,0.025,0.05133716345,1,1
T2Q3,0.09,T2Q1,0.020,0.05042475503,1,1
T2Q3,0.09,T2Q2,0.026,0.05152639795,1,1
T2Q3,0.09,T2Q3,0.032,0.05431784132,0,2
T2Q3,0.09,T2Q4,0.038,0.05744031832,0,2
T2Q3,0.09,T2Q5,0.050,0.06452955192,0,2
T2Q3,0.09,T3Q1,0.025,0.05133716345,1,1
T2Q3,0.09,T3Q2,0.032,0.05431784132,0,2
T2Q3,0.09,T3Q3,0.040,0.05854396756,0,2
T2Q3,0.09,T3Q4,0.047,0.06265242599,0,2
T2Q3,0.09,T3Q5,0.062,0.07272929028,0,2
T2Q4,0.11,T1Q1,0.010,0.04989731281,1,1
T2Q4,0.11,T1Q2,0.013,0.05038013451,1,1
T2Q4,0.11,T1Q3,0.016,0.05088383738,1,1
T2Q4,0.11,T1Q4,0.019,0.05140837204,1,1
T2Q4,0.11,T1Q5,0.025,0.05251974040,1,1
T2Q4,0.11,T2Q1,0.020,0.05158783775,1,1
T2Q4,0.11,T2Q2,0.026,0.05271302313,1,1
T2Q4,0.11,T2Q3,0.032,0.05431784132,0,2
T2Q4,0.11,T2Q4,0.038,0.05744031832,0,2
T2Q4,0.11,T2Q5,0.050,0.06452955192,0,2
T2Q4,0.11,T3Q1,0.025,0.05251974040,1,1
T2Q4,0.11,T3Q2,0.032,0.05431784132,0,2
T2Q4,0.11,T3Q3,0.040,0.05854396756,0,2
T2Q4,0.11,T3Q4,0.047,0.06265242599,0,2
T2Q4,0.11,T3Q5,0.062,0.07272929028,0,2
T2Q5,0.15,T1Q1,0.010,0.05218508417,1,1
T2Q5,0.15,T1Q2,0.013,0.05268813842,1,1
T2Q5,0.15,T1Q3,0.016,0.05321299631,1,1
T2Q5,0.15,T1Q4,0.019,0.05375960393,1,1
T2Q5,0.15,T1Q5,0.025,0.05491785401,1,1
T2Q5,0.15,T2Q1,0.020,0.05394663050,1,1
T2Q5,0.15,T2Q2,0.026,0.05511930308,1,1
T2Q5,0.15,T2Q3,0.032,0.05637826200,1,1
T2Q5,0.15,T2Q4,0.038,0.05772308337,1,1
T2Q5,0.15,T2Q5,0.050,0.06452955192,0,2
T2Q5,0.15,T3Q1,0.025,0.05491785401,1,1
T2Q5,0.15,T3Q2,0.032,0.05637826200,1,1
T2Q5,0.15,T3Q3,0.040,0.05854396756,0,2
T2Q5,0.15,T3Q4,0.047,0.06265242599,0,2
T2Q5,0.15,T3Q5,0.062,0.07272929028,0,2
T3Q1,0.10,T1Q1,0.010,0.04933206267,1,1
T3Q1,0.10,T1Q2,0.013,0.04980985972,1,1
T3Q1,0.10,T1Q3,0.016,0.05030830959,1,1
T3Q1,0.10,T1Q4,0.019,0.05082736397,1,1
T3Q1,0.10,T1Q5,0.025,0.05192709436,1,1
T3Q1,0.10,T2Q1,0.020,0.05100495263,1,1
T3Q1,0.10,T2Q2,0.026,0.05211835009,1,1
T3Q1,0.10,T2Q3,0.032,0.05431784132,0,2
T3Q1,0.10,T2Q4,0.038,0.05744031832,0,2
T3Q1,0.10,T2Q5,0.050,0.06452955192,0,2
T3Q1,0.10,T3Q1,0.025,0.05192709436,1,1
T3Q1,0.10,T3Q2,0.032,0.05431784132,0,2
T3Q1,0.10,T3Q3,0.040,0.05854396756,0,2
T3Q1,0.10,T3Q4,0.047,0.06265242599,0,2
T3Q1,0.10,T3Q5,0.062,0.07272929028,0,2
T3Q2,0.13,T1Q1,0.010,0.05103580647,1,1
T3Q2,0.13,T1Q2,0.013,0.05152871762,1,1
T3Q2,0.13,T1Q3,0.016,0.05204296934,1,1
T3Q2,0.13,T1Q4,0.019,0.05257851002,1,1
T3Q2,0.13,T1Q5,0.025,0.05371325313,1,1
T3Q2,0.13,T2Q1,0.020,0.05276174563,1,1
T3Q2,0.13,T2Q2,0.026,0.05391060734,1,1
T3Q2,0.13,T2Q3,0.032,0.05514394270,1,1
T3Q2,0.13,T2Q4,0.038,0.05744031832,0,2
T3Q2,0.13,T2Q5,0.050,0.06452955192,0,2
T3Q2,0.13,T3Q1,0.025,0.05371325313,1,1
T3Q2,0.13,T3Q2,0.032,0.05514394270,1,1
T3Q2,0.13,T3Q3,0.040,0.05854396756,0,2
T3Q2,0.13,T3Q4,0.047,0.06265242599,0,2
T3Q2,0.13,T3Q5,0.062,0.07272929028,0,2
T3Q3,0.16,T1Q1,0.010,0.05276381505,1,1
T3Q3,0.16,T1Q2,0.013,0.05327196101,1,1
T3Q3,0.16,T1Q3,0.016,0.05380214355,1,1
T3Q3,0.16,T1Q4,0.019,0.05435430754,1,1
T3Q3,0.16,T1Q5,0.025,0.05552436093,1,1
T3Q3,0.16,T2Q1,0.020,0.05454323754,1,1
T3Q3,0.16,T2Q2,0.026,0.05572786621,1,1
T3Q3,0.16,T2Q3,0.032,0.05699969268,1,1
T3Q3,0.16,T2Q4,0.038,0.05835828380,1,1
T3Q3,0.16,T2Q5,0.050,0.06452955192,0,2
T3Q3,0.16,T3Q1,0.025,0.05552436093,1,1
T3Q3,0.16,T3Q2,0.032,0.05699969268,1,1
T3Q3,0.16,T3Q3,0.040,0.05883035408,1,1
T3Q3,0.16,T3Q4,0.047,0.06265242599,0,2
T3Q3,0.16,T3Q5,0.062,0.07272929028,0,2
T3Q4,0.19,T1Q1,0.010,0.05451661053,1,1
T3Q4,0.19,T1Q2,0.013,0.05504011259,1,1
T3Q4,0.19,T1Q3,0.016,0.05558635559,1,1
T3Q4,0.19,T1Q4,0.019,0.05615528076,1,1
T3Q4,0.19,T1Q5,0.025,0.05736094418,1,1
T3Q4,0.19,T2Q1,0.020,0.05634995290,1,1
T3Q4,0.19,T2Q2,0.026,0.05757065353,1,1
T3Q4,0.19,T2Q3,0.032,0.05888130682,1,1
T3Q4,0.19,T2Q4,0.038,0.06028145124,1,1
T3Q4,0.19,T2Q5,0.050,0.06452955192,0,2
T3Q4,0.19,T3Q1,0.025,0.05736094418,1,1
T3Q4,0.19,T3Q2,0.032,0.05888130682,1,1
T3Q4,0.19,T3Q3,0.040,0.06076797363,1,1
T3Q4,0.19,T3Q4,0.047,0.06265242599,0,2
T3Q4,0.19,T3Q5,0.062,0.07272929028,0,2
T3Q5,0.25,T1Q1,0.010,0.05809872646,1,1
T3Q5,0.25,T1Q2,0.013,0.05865330661,1,1
T3Q5,0.25,T1Q3,0.016,0.05923206217,1,1
T3Q5,0.25,T1Q4,0.019,0.05983492660,1,1
T3Q5,0.25,T1Q5,0.025,0.06111271774,1,1
T3Q5,0.25,T2Q1,0.020,0.06004122755,1,1
T3Q5,0.25,T2Q2,0.026,0.06133499587,1,1
T3Q5,0.25,T2Q3,0.032,0.06272432110,1,1
T3Q5,0.25,T2Q4,0.038,0.06420868097,1,1
T3Q5,0.25,T2Q5,0.050,0.06746043451,1,1
T3Q5,0.25,T3Q1,0.025,0.06111271774,1,1
T3Q5,0.25,T3Q2,0.032,0.06272432110,1,1
T3Q5,0.25,T3Q3,0.040,0.06472449668,1,1
T3Q5,0.25,T3Q4,0.047,0.06661227755,1,1
T3Q5,0.25,T3Q5,0.062,0.07272929028,0,2
