Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T3Q1,0.10,T2Q3,0.032,0.01547732116,3,1
T3Q1,0.10,T2Q4,0.038,0.01673922447,0,4
T3Q1,0.10,T2Q5,0.050,0.02064495374,0,4
T3Q1,0.10,T3Q1,0.025,0.01517457995,3,1
T3Q1,0.10,T3Q2,0.032,0.01547732116,3,1
T3Q1,0.10,T3Q3,0.040,0.01729934879,0,4
T3Q1,0.10,T3Q4,0.047,0.01953696548,0,4
T3Q1,0.10,T3Q5,0.062,0.02617658679,0,4
T3Q2,0.13,T1Q1,0.010,0.01591569118,3,1
T3Q2,0.13,T1Q2,0.013,0.01604605202,3,1
T3Q2,0.13,T1Q3,0.016,0.01617804564,3,1
T3Q2,0.13,T1Q4,0.019,0.01631171924,3,1
T3Q2,0.13,T1Q5,0.025,0.01658430824,3,1
T3Q2,0.13,T2Q1,0.020,0.01635665896,3,1
T3Q2,0.13,T2Q2,0.026,0.01663044228,3,1
T3Q2,0.13,T2Q3,0.032,0.01691165351,3,1
T3Q2,0.13,T2Q4,0.038,0.01720077189,3,1
T3Q2,0.13,T2Q5,0.050,0.02064495374,0,4
T3Q2,0.13,T3Q1,0.025,0.01658430824,3,1
T3Q2,0.13,T3Q2,0.032,0.01691165351,3,1
T3Q2,0.13,T3Q3,0.040,0.01729934879,0,4
T3Q2,0.13,T3Q4,0.047,0.01953696548,0,4
T3Q2,0.13,T3Q5,0.062,0.02617658679,0,4
T3Q3,0.16,T1Q1,0.010,0.01733798528,3,1
T3Q3,0.16,T1Q2,0.013,0.01747834562,3,1
T3Q3,0.16,T1Q3,0.016,0.01762046134,3,1
T3Q3,0.16,T1Q4,0.019,0.01776438339,3,1
T3Q3,0.16,T1Q5,0.025,0.01805786464,3,1
T3Q3,0.16,T2Q1,0.020,0.01781276804,3,1
T3Q3,0.16,T2Q2,0.026,0.01810753383,3,1
T3Q3,0.16,T2Q3,0.032,0.01841028986,3,1
T3Q3,0.16,T2Q4,0.038,0.01872155391,3,1
T3Q3,0.16,T2Q5,0.050,0.02064495374,0,4
T3Q3,0.16,T3Q1,0.025,0.01805786464,3,1
T3Q3,0.16,T3Q2,0.032,0.01841028986,3,1
T3Q3,0.16,T3Q3,0.040,0.01882729521,3,1
T3Q3,0.16,T3Q4,0.047,0.01953696548,0,4
T3Q3,0.16,T3Q5,0.062,0.02617658679,0,4
T3Q4,0.19,T1Q1,0.010,0.01882760022,3,1
T3Q4,0.19,T1Q2,0.013,0.01897814347,3,1
T3Q4,0.19,T1Q3,0.016,0.01913056715,3,1
T3Q4,0.19,T1Q4,0.019,0.01928492606,3,1
T3Q4,0.19,T1Q5,0.025,0.01959968449,3,1
T3Q4,0.19,T2Q1,0.020,0.01933681902,3,1
T3Q4,0.19,T2Q2,0.026,0.01965295408,3,1
T3Q4,0.19,T2Q3,0.032,0.01997765368,3,1
T3Q4,0.19,T2Q4,0.038,0.02031147529,3,1
T3Q4,0.19,T2Q5,0.050,0.02100895465,3,1
T3Q4,0.19,T3Q1,0.025,0.01959968449,3,1
T3Q4,0.19,T3Q2,0.032,0.01997765368,3,1
T3Q4,0.19,T3Q3,0.040,0.02042487958,3,1
T3Q4,0.19,T3Q4,0.047,0.02083064933,3,1
T3Q4,0.19,T3Q5,0.062,0.02617658679,0,4
T3Q5,0.25,T1Q1,0.010,0.02202886136,3,1
T3Q5,0.25,T1Q2,0.013,0.02220028507,3,1
T3Q5,0.25,T1Q3,0.016,0.02237384704,3,1
T3Q5,0.25,T1Q4,0.019,0.02254961025,3,1
T3Q5,0.25,T1Q5,0.025,0.02290801028,3,1
T3Q5,0.25,T2Q1,0.020,0.02260869856,3,1
T3Q5,0.25,T2Q2,0.026,0.02296866546,3,1
T3Q5,0.25,T2Q3,0.032,0.02333838373,3,1
T3Q5,0.25,T2Q4,0.038,0.02371849410,3,1
T3Q5,0.25,T2Q5,0.050,0.02451272942,3,1
T3Q5,0.25,T3Q1,0.025,0.02290801028,3,1
T3Q5,0.25,T3Q2,0.032,0.02333838373,3,1
T3Q5,0.25,T3Q3,0.040,0.02384762563,3,1
T3Q5,0.25,T3Q4,0.047,0.02430968215,3,1
T3Q5,0.25,T3Q5,0.062,0.02617658679,0,4
