Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T2Q5,0.15,T3Q5,0.062,0.1633436318,0,4
T3Q1,0.10,T1Q1,0.010,0.09264919591,3,1
T3Q1,0.10,T1Q2,0.013,0.09346894924,3,1
T3Q1,0.10,T1Q3,0.016,0.09431142468,3,1
T3Q1,0.10,T1Q4,0.019,0.09517655648,3,1
T3Q1,0.10,T1Q5,0.025,0.09697452740,3,1
T3Q1,0.10,T2Q1,0.020,0.09546995712,3,1
T3Q1,0.10,T2Q2,0.026,0.09728293791,3,1
T3Q1,0.10,T2Q3,0.032,0.1023904204,0,4
T3Q1,0.10,T2Q4,0.038,0.1126805105,0,4
T3Q1,0.10,T2Q5,0.050,0.1361417989,0,4
T3Q1,0.10,T3Q1,0.025,0.09697452740,3,1
T3Q1,0.10,T3Q2,0.032,0.1023904204,0,4
T3Q1,0.10,T3Q3,0.040,0.1163258618,0,4
T3Q1,0.10,T3Q4,0.047,0.1299211325,0,4
T3Q1,0.10,T3Q5,0.062,0.1633436318,0,4
T3Q2,0.13,T1Q1,0.010,0.1013018789,3,1
T3Q2,0.13,T1Q2,0.013,0.1021889687,3,1
T3Q2,0.13,T1Q3,0.016,0.1031007559,3,1
T3Q2,0.13,T1Q4,0.019,0.1040371627,3,1
T3Q2,0.13,T1Q5,0.025,0.1059835237,3,1
T3Q2,0.13,T2Q1,0.020,0.1043547558,3,1
T3Q2,0.13,T2Q2,0.026,0.1063174176,3,1
T3Q2,0.13,T2Q3,0.032,0.1083775256,3,1
T3Q2,0.13,T2Q4,0.038,0.1126805105,0,4
T3Q2,0.13,T2Q5,0.050,0.1361417989,0,4
T3Q2,0.13,T3Q1,0.025,0.1059835237,3,1
T3Q2,0.13,T3Q2,0.032,0.1083775256,3,1
T3Q2,0.13,T3Q3,0.040,0.1163258618,0,4
T3Q2,0.13,T3Q4,0.047,0.1299211325,0,4
T3Q2,0.13,T3Q5,0.062,0.1633436318,0,4
T3Q3,0.16,T1Q1,0.010,0.1103546472,3,1
T3Q3,0.16,T1Q2,0.013,0.1113105025,3,1
T3Q3,0.16,T1Q3,0.016,0.1122930992,3,1
T3Q3,0.16,T1Q4,0.019,0.1133023453,3,1
T3Q3,0.16,T1Q5,0.025,0.1154004193,3,1
T3Q3,0.16,T2Q1,0.020,0.1136446669,3,1
T3Q3,0.16,T2Q2,0.026,0.1157603751,3,1
T3Q3,0.16,T2Q3,0.032,0.1179814652,3,1
T3Q3,0.16,T2Q4,0.038,0.1203072165,3,1
T3Q3,0.16,T2Q5,0.050,0.1361417989,0,4
T3Q3,0.16,T3Q1,0.025,0.1154004193,3,1
T3Q3,0.16,T3Q2,0.032,0.1179814652,3,1
T3Q3,0.16,T3Q3,0.040,0.1211056014,3,1
T3Q3,0.16,T3Q4,0.047,0.1299211325,0,4
T3Q3,0.16,T3Q5,0.062,0.1633436318,0,4
T3Q4,0.19,T1Q1,0.010,0.1198359064,3,1
T3Q4,0.19,T1Q2,0.013,0.1208619358,3,1
T3Q4,0.19,T1Q3,0.016,0.1219168235,3,1
T3Q4,0.19,T1Q4,0.019,0.1230004613,3,1
T3Q4,0.19,T1Q5,0.025,0.1252535587,3,1
T3Q4,0.19,T2Q1,0.020,0.1233680443,3,1
T3Q4,0.19,T2Q2,0.026,0.1256401538,3,1
T3Q4,0.19,T2Q3,0.032,0.1280258415,3,1
T3Q4,0.19,T2Q4,0.038,0.1305242646,3,1
T3Q4,0.19,T2Q5,0.050,0.1380125439,1,3
T3Q4,0.19,T3Q1,0.025,0.1252535587,3,1
T3Q4,0.19,T3Q2,0.032,0.1280258415,3,1
T3Q4,0.19,T3Q3,0.040,0.1313819801,3,1
T3Q4,0.19,T3Q4,0.047,0.1344814551,3,1
T3Q4,0.19,T3Q5,0.062,0.1633436318,0,4
T3Q5,0.25,T1Q1,0.010,0.1402116327,3,1
T3Q5,0.25,T1Q2,0.013,0.1413820816,3,1
T3Q5,0.25,T1Q3,0.016,0.1425858595,3,1
T3Q5,0.25,T1Q4,0.019,0.1438228207,3,1
T3Q5,0.25,T1Q5,0.025,0.1463957142,3,1
T3Q5,0.25,T2Q1,0.020,0.1442424901,3,1
T3Q5,0.25,T2Q2,0.026,0.1468372973,3,1
T3Q5,0.25,T2Q3,0.032,0.1495629199,3,1
T3Q5,0.25,T2Q4,0.038,0.1524182244,3,1
T3Q5,0.25,T2Q5,0.050,0.1585134110,3,1
T3Q5,0.25,T3Q1,0.025,0.1463957142,3,1
T3Q5,0.25,T3Q2,0.032,0.1495629199,3,1
T3Q5,0.25,T3Q3,0.040,0.1533986168,3,1
T3Q5,0.25,T3Q4,0.047,0.1569418878,3,1
T3Q5,0.25,T3Q5,0.062,0.1687568535,1,3
