Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q5,0.10,T2Q4,0.038,0.04302955719,0,4
T1Q5,0.10,T2Q5,0.050,0.05283873241,0,4
T1Q5,0.10,T3Q1,0.025,0.03844391270,3,1
T1Q5,0.10,T3Q2,0.032,0.03922082684,3,1
T1Q5,0.10,T3Q3,0.040,0.04447725513,0,4
T1Q5,0.10,T3Q4,0.047,0.05012407467,0,4
T1Q5,0.10,T3Q5,0.062,0.06566371244,0,4
T2Q1,0.06,T1Q1,0.010,0.03250800388,3,1
T2Q1,0.06,T1Q2,0.013,0.03278156417,3,1
T2Q1,0.06,T1Q3,0.016,0.03305894638,3,1
T2Q1,0.06,T1Q4,0.019,0.03334033349,3,1
T2Q1,0.06,T1Q5,0.025,0.03518941340,0,4
T2Q1,0.06,T2Q1,0.020,0.03343505070,3,1
T2Q1,0.06,T2Q2,0.026,0.03570486971,0,4
T2Q1,0.06,T2Q3,0.032,0.03909075585,0,4
T2Q1,0.06,T2Q4,0.038,0.04302955719,0,4
T2Q1,0.06,T2Q5,0.050,0.05283873241,0,4
T2Q1,0.06,T3Q1,0.025,0.03518941340,0,4
T2Q1,0.06,T3Q2,0.032,0.03909075585,0,4
T2Q1,0.06,T3Q3,0.040,0.04447725513,0,4
T2Q1,0.06,T3Q4,0.047,0.05012407467,0,4
T2Q1,0.06,T3Q5,0.062,0.06566371244,0,4
T2Q2,0.07,T1Q1,0.010,0.03357470525,3,1
T2Q2,0.07,T1Q2,0.013,0.03385629539,3,1
T2Q2,0.07,T1Q3,0.016,0.03414181852,3,1
T2Q2,0.07,T1Q4,0.019,0.03443146331,3,1
T2Q2,0.07,T1Q5,0.025,0.03518941340,0,4
T2Q2,0.07,T2Q1,0.020,0.03452896001,3,1
T2Q2,0.07,T2Q2,0.026,0.03570486971,0,4
T2Q2,0.07,T2Q3,0.032,0.03909075585,0,4
T2Q2,0.07,T2Q4,0.038,0.04302955719,0,4
T2Q2,0.07,T2Q5,0.050,0.05283873241,0,4
T2Q2,0.07,T3Q1,0.025,0.03518941340,0,4
T2Q2,0.07,T3Q2,0.032,0.03909075585,0,4
T2Q2,0.07,T3Q3,0.040,0.04447725513,0,4
T2Q2,0.07,T3Q4,0.047,0.05012407467,0,4
T2Q2,0.07,T3Q5,0.062,0.06566371244,0,4
T2Q3,0.09,T1Q1,0.010,0.03575490593,3,1
T2Q3,0.09,T1Q2,0.013,0.03605272112,3,1
T2Q3,0.09,T1Q3,0.016,0.03635469382,3,1
T2Q3,0.09,T1Q4,0.019,0.03666102431,3,1
T2Q3,0.09,T1Q5,0.025,0.03728755607,3,1
T2Q3,0.09,T2Q1,0.020,0.03676413737,3,1
T2Q3,0.09,T2Q2,0.026,0.03739386191,3,1
T2Q3,0.09,T2Q3,0.032,0.03909075585,0,4
T2Q3,0.09,T2Q4,0.038,0.04302955719,0,4
T2Q3,0.09,T2Q5,0.050,0.05283873241,0,4
T2Q3,0.09,T3Q1,0.025,0.03728755607,3,1
T2Q3,0.09,T3Q2,0.032,0.03909075585,0,4
T2Q3,0.09,T3Q3,0.040,0.04447725513,0,4
T2Q3,0.09,T3Q4,0.047,0.05012407467,0,4
T2Q3,0.09,T3Q5,0.062,0.06566371244,0,4
T2Q4,0.11,T1Q1,0.010,0.03799981897,3,1
T2Q4,0.11,T1Q2,0.013,0.03831407849,3,1
T2Q4,0.11,T1Q3,0.016,0.03863272333,3,1
T2Q4,0.11,T1Q4,0.019,0.03895596561,3,1
T2Q4,0.11,T1Q5,0.025,0.03961708688,3,1
T2Q4,0.11,T2Q1,0.020,0.03906477123,3,1
T2Q4,0.11,T2Q2,0.026,0.03972926194,3,1
T2Q4,0.11,T2Q3,0.032,0.04041494589,3,1
T2Q4,0.11,T2Q4,0.038,0.04302955719,0,4
T2Q4,0.11,T2Q5,0.050,0.05283873241,0,4
T2Q4,0.11,T3Q1,0.025,0.03961708688,3,1
T2Q4,0.11,T3Q2,0.032,0.04041494589,3,1
T2Q4,0.11,T3Q3,0.040,0.04447725513,0,4
T2Q4,0.11,T3Q4,0.047,0.05012407467,0,4
T2Q4,0.11,T3Q5,0.062,0.06566371244,0,4
T2Q5,0.15,T1Q1,0.010,0.04269565926,3,1
T2Q5,0.15,T1Q2,0.013,0.04304345623,3,1
T2Q5,0.15,T1Q3,0.016,0.04339610426,3,1
T2Q5,0.15,T1Q4,0.019,0.04375384003,3,1
T2Q5,0.15,T1Q5,0.025,0.04448551643,3,1
T2Q5,0.15,T2Q1,0.020,0.04387425665,3,1
T2Q5,0.15,T2Q2,0.026,0.04460966437,3,1
T2Q5,0.15,T2Q3,0.032,0.04536854779,3,1
T2Q5,0.15,T2Q4,0.038,0.04615276018,3,1
T2Q5,0.15,T2Q5,0.050,0.05283873241,0,4
T2Q5,0.15,T3Q1,0.025,0.04448551643,3,1
T2Q5,0.15,T3Q2,0.032,0.04536854779,3,1
T2Q5,0.15,T3Q3,0.040,0.04642011095,3,1
T2Q5,0.15,T3Q4,0.047,0.05012407467,0,4
T2Q5,0.15,T3Q5,0.062,0.06566371244,0,4
T3Q1,0.10,T1Q1,0.010,0.03686909466,3,1
T3Q1,0.10,T1Q2,0.013,0.03717510472,3,1
T3Q1,0.10,T1Q3,0.016,0.03748538577,3,1
T3Q1,0.10,T1Q4,0.019,0.03780014399,3,1
T3Q1,0.10,T1Q5,0.025,0.03844391270,3,1
T3Q1,0.10,T2Q1,0.020,0.03790609383,3,1
T3Q1,0.10,T2Q2,0.026,0.03855314331,3,1
T3Q1,0.10,T2Q3,0.032,0.03922082684,3,1
T3Q1,0.10,T2Q4,0.038,0.04302955719,0,4
T3Q1,0.10,T2Q5,0.050,0.05283873241,0,4
T3Q1,0.10,T3Q1,0.025,0.03844391270,3,1
T3Q1,0.10,T3Q2,0.032,0.03922082684,3,1
T3Q1,0.10,T3Q3,0.040,0.04447725513,0,4
T3Q1,0.10,T3Q4,0.047,0.05012407467,0,4
T3Q1,0.10,T3Q5,0.062,0.06566371244,0,4
T3Q2,0.13,T1Q1,0.010,0.04031236890,3,1
T3Q2,0.13,T1Q2,0.013,0.04064329001,3,1
T3Q2,0.13,T1Q3,0.016,0.04097882757,3,1
T3Q2,0.13,T1Q4,0.019,0.04131920587,3,1
T3Q2,0.13,T1Q5,0.025,0.04201537704,3,1
T3Q2,0.13,T2Q1,0.020,0.04143377963,3,1
T3Q2,0.13,T2Q2,0.026,0.04213349974,3,1
T3Q2,0.13,T2Q3,0.032,0.04285554503,3,1
T3Q2,0.13,T2Q4,0.038,0.04360167354,3,1
T3Q2,0.13,T2Q5,0.050,0.05283873241,0,4
T3Q2,0.13,T3Q1,0.025,0.04201537704,3,1
T3Q2,0.13,T3Q2,0.032,0.04285554503,3,1
T3Q2,0.13,T3Q3,0.040,0.04447725513,0,4
T3Q2,0.13,T3Q4,0.047,0.05012407467,0,4
T3Q2,0.13,T3Q5,0.062,0.06566371244,0,4
T3Q3,0.16,T1Q1,0.010,0.04391485426,3,1
T3Q3,0.16,T1Q2,0.013,0.04427116833,3,1
T3Q3,0.16,T1Q3,0.016,0.04463245209,3,1
T3Q3,0.16,T1Q4,0.019,0.04499894855,3,1
T3Q3,0.16,T1Q5,0.025,0.04574854619,3,1
T3Q3,0.16,T2Q1,0.020,0.04512231426,3,1
T3Q3,0.16,T2Q2,0.026,0.04587573551,3,1
T3Q3,0.16,T2Q3,0.032,0.04665321492,3,1
T3Q3,0.16,T2Q4,0.038,0.04745665409,3,1
T3Q3,0.16,T2Q5,0.050,0.05283873241,0,4
T3Q3,0.16,T3Q1,0.025,0.04574854619,3,1
T3Q3,0.16,T3Q2,0.032,0.04665321492,3,1
T3Q3,0.16,T3Q3,0.040,0.04773056219,3,1
T3Q3,0.16,T3Q4,0.047,0.05012407467,0,4
T3Q3,0.16,T3Q5,0.062,0.06566371244,0,4
T3Q4,0.19,T1Q1,0.010,0.04768785452,3,1
T3Q4,0.19,T1Q2,0.013,0.04807002921,3,1
T3Q4,0.19,T1Q3,0.016,0.04845753498,3,1
T3Q4,0.19,T1Q4,0.019,0.04885063423,3,1
T3Q4,0.19,T1Q5,0.025,0.04965465680,3,1
T3Q4,0.19,T2Q1,0.020,0.04898295551,3,1
T3Q4,0.19,T2Q2,0.026,0.04979108321,3,1
T3Q4,0.19,T2Q3,0.032,0.05062504598,3,1
T3Q4,0.19,T2Q4,0.038,0.05148689377,3,1
T3Q4,0.19,T2Q5,0.050,0.05330234339,3,1
T3Q4,0.19,T3Q1,0.025,0.04965465680,3,1
T3Q4,0.19,T3Q2,0.032,0.05062504598,3,1
T3Q4,0.19,T3Q3,0.040,0.05178072443,3,1
T3Q4,0.19,T3Q4,0.047,0.05283638448,3,1
T3Q4,0.19,T3Q5,0.062,0.06566371244,0,4
T3Q5,0.25,T1Q1,0.010,0.05579623124,3,1
T3Q5,0.25,T1Q2,0.013,0.05623144082,3,1
T3Q5,0.25,T1Q3,0.016,0.05667273046,3,1
T3Q5,0.25,T1Q4,0.019,0.05712040372,3,1
T3Q5,0.25,T1Q5,0.025,0.05803610711,3,1
T3Q5,0.25,T2Q1,0.020,0.05727109897,3,1
T3Q5,0.25,T2Q2,0.026,0.05819149265,3,1
T3Q5,0.25,T2Q3,0.032,0.05914141713,3,1
T3Q5,0.25,T2Q4,0.038,0.06012323420,3,1
T3Q5,0.25,T2Q5,0.050,0.06219185783,3,1
T3Q5,0.25,T3Q1,0.025,0.05803610711,3,1
T3Q5,0.25,T3Q2,0.032,0.05914141713,3,1
T3Q5,0.25,T3Q3,0.040,0.06045799812,3,1
T3Q5,0.25,T3Q4,0.047,0.06166085812,3,1
T3Q5,0.25,T3Q5,0.062,0.06566371244,0,4
