Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q5,0.10,T2Q3,0.032,0.2824281394,0,4
T1Q5,0.10,T2Q4,0.038,0.3059235571,0,4
T1Q5,0.10,T2Q5,0.050,0.3521657250,0,4
T1Q5,0.10,T3Q1,0.025,0.2580282177,1,3
T1Q5,0.10,T3Q2,0.032,0.2824281394,0,4
T1Q5,0.10,T3Q3,0.040,0.3136994110,0,4
T1Q5,0.10,T3Q4,0.047,0.3406975208,0,4
T1Q5,0.10,T3Q5,0.062,0.3974358974,0,4
T2Q1,0.06,T1Q1,0.010,0.2007446643,3,1
T2Q1,0.06,T1Q2,0.013,0.2073661293,1,3
T2Q1,0.06,T1Q3,0.016,0.2185157857,0,4
T2Q1,0.06,T1Q4,0.019,0.2306411324,0,4
T2Q1,0.06,T1Q5,0.025,0.2546942705,0,4
T2Q1,0.06,T2Q1,0.020,0.2346682143,0,4
T2Q1,0.06,T2Q2,0.026,0.2586777496,0,4
T2Q1,0.06,T2Q3,0.032,0.2824281394,0,4
T2Q1,0.06,T2Q4,0.038,0.3059235571,0,4
T2Q1,0.06,T2Q5,0.050,0.3521657250,0,4
T2Q1,0.06,T3Q1,0.025,0.2546942705,0,4
T2Q1,0.06,T3Q2,0.032,0.2824281394,0,4
T2Q1,0.06,T3Q3,0.040,0.3136994110,0,4
T2Q1,0.06,T3Q4,0.047,0.3406975208,0,4
T2Q1,0.06,T3Q5,0.062,0.3974358974,0,4
T2Q2,0.07,T1Q1,0.010,0.2073317993,3,1
T2Q2,0.07,T1Q2,0.013,0.2114681193,2,2
T2Q2,0.07,T1Q3,0.016,0.2197554846,1,3
T2Q2,0.07,T1Q4,0.019,0.2306411324,0,4
T2Q2,0.07,T1Q5,0.025,0.2546942705,0,4
T2Q2,0.07,T2Q1,0.020,0.2346682143,0,4
T2Q2,0.07,T2Q2,0.026,0.2586777496,0,4
T2Q2,0.07,T2Q3,0.032,0.2824281394,0,4
T2Q2,0.07,T2Q4,0.038,0.3059235571,0,4
T2Q2,0.07,T2Q5,0.050,0.3521657250,0,4
T2Q2,0.07,T3Q1,0.025,0.2546942705,0,4
T2Q2,0.07,T3Q2,0.032,0.2824281394,0,4
T2Q2,0.07,T3Q3,0.040,0.3136994110,0,4
T2Q2,0.07,T3Q4,0.047,0.3406975208,0,4
T2Q2,0.07,T3Q5,0.062,0.3974358974,0,4
T2Q3,0.09,T1Q1,0.010,0.2207950576,3,1
T2Q3,0.09,T1Q2,0.013,0.2249547154,3,1
T2Q3,0.09,T1Q3,0.016,0.2291065842,3,1
T2Q3,0.09,T1Q4,0.019,0.2359550196,2,2
T2Q3,0.09,T1Q5,0.025,0.2551338825,1,3
T2Q3,0.09,T2Q1,0.020,0.2384487778,2,2
T2Q3,0.09,T2Q2,0.026,0.2586777496,0,4
T2Q3,0.09,T2Q3,0.032,0.2824281394,0,4
T2Q3,0.09,T2Q4,0.038,0.3059235571,0,4
T2Q3,0.09,T2Q5,0.050,0.3521657250,0,4
T2Q3,0.09,T3Q1,0.025,0.2551338825,1,3
T2Q3,0.09,T3Q2,0.032,0.2824281394,0,4
T2Q3,0.09,T3Q3,0.040,0.3136994110,0,4
T2Q3,0.09,T3Q4,0.047,0.3406975208,0,4
T2Q3,0.09,T3Q5,0.062,0.3974358974,0,4
T2Q4,0.11,T1Q1,0.010,0.2346579301,3,1
T2Q4,0.11,T1Q2,0.013,0.2390646907,3,1
T2Q4,0.11,T1Q3,0.016,0.2434626826,3,1
T2Q4,0.11,T1Q4,0.019,0.2478519320,3,1
T2Q4,0.11,T1Q5,0.025,0.2617490167,2,2
T2Q4,0.11,T2Q1,0.020,0.2493130769,3,1
T2Q4,0.11,T2Q2,0.026,0.2643448024,1,3
T2Q4,0.11,T2Q3,0.032,0.2846929515,1,3
T2Q4,0.11,T2Q4,0.038,0.3059235571,0,4
T2Q4,0.11,T2Q5,0.050,0.3521657250,0,4
T2Q4,0.11,T3Q1,0.025,0.2617490167,2,2
T2Q4,0.11,T3Q2,0.032,0.2846929515,1,3
T2Q4,0.11,T3Q3,0.040,0.3136994110,0,4
T2Q4,0.11,T3Q4,0.047,0.3406975208,0,4
T2Q4,0.11,T3Q5,0.062,0.3974358974,0,4
T2Q5,0.15,T1Q1,0.010,0.2636558621,3,1
T2Q5,0.15,T1Q2,0.013,0.2685741365,3,1
T2Q5,0.15,T1Q3,0.016,0.2734814179,3,1
T2Q5,0.15,T1Q4,0.019,0.2783777430,3,1
T2Q5,0.15,T1Q5,0.025,0.2881376708,3,1
T2Q5,0.15,T2Q1,0.020,0.2800074230,3,1
T2Q5,0.15,T2Q2,0.026,0.2897600994,3,1
T2Q5,0.15,T2Q3,0.032,0.3035147480,2,2
T2Q5,0.15,T2Q4,0.038,0.3200167818,2,2
T2Q5,0.15,T2Q5,0.050,0.3598373008,1,3
T2Q5,0.15,T3Q1,0.025,0.2881376708,3,1
T2Q5,0.15,T3Q2,0.032,0.3035147480,2,2
T2Q5,0.15,T3Q3,0.040,0.3254897104,2,2
T2Q5,0.15,T3Q4,0.047,0.3495627201,1,3
T2Q5,0.15,T3Q5,0.062,0.4004503810,1,3
T3Q1,0.10,T1Q1,0.010,0.2276754384,3,1
T3Q1,0.10,T1Q2,0.013,0.2319579450,3,1
T3Q1,0.10,T1Q3,0.016,0.2362321833,3,1
T3Q1,0.10,T1Q4,0.019,0.2410627802,2,2
T3Q1,0.10,T1Q5,0.025,0.2580282177,1,3
T3Q1,0.10,T2Q1,0.020,0.2436075484,2,2
T3Q1,0.10,T2Q2,0.026,0.2614022654,1,3
T3Q1,0.10,T2Q3,0.032,0.2824281394,0,4
T3Q1,0.10,T2Q4,0.038,0.3059235571,0,4
T3Q1,0.10,T2Q5,0.050,0.3521657250,0,4
T3Q1,0.10,T3Q1,0.025,0.2580282177,1,3
T3Q1,0.10,T3Q2,0.032,0.2824281394,0,4
T3Q1,0.10,T3Q3,0.040,0.3136994110,0,4
T3Q1,0.10,T3Q4,0.047,0.3406975208,0,4
T3Q1,0.10,T3Q5,0.062,0.3974358974,0,4
T3Q2,0.13,T1Q1,0.010,0.2489384767,3,1
T3Q2,0.13,T1Q2,0.013,0.2535980490,3,1
T3Q2,0.13,T1Q3,0.016,0.2582477866,3,1
T3Q2,0.13,T1Q4,0.019,0.2628877206,3,1
T3Q2,0.13,T1Q5,0.025,0.2728229956,2,2
T3Q2,0.13,T2Q1,0.020,0.2644321920,3,1
T3Q2,0.13,T2Q2,0.026,0.2755031171,2,2
T3Q2,0.13,T2Q3,0.032,0.2915153243,2,2
T3Q2,0.13,T2Q4,0.038,0.3116200121,1,3
T3Q2,0.13,T2Q5,0.050,0.3522001987,1,3
T3Q2,0.13,T3Q1,0.025,0.2728229956,2,2
T3Q2,0.13,T3Q2,0.032,0.2915153243,2,2
T3Q2,0.13,T3Q3,0.040,0.3184363918,1,3
T3Q2,0.13,T3Q4,0.047,0.3421263320,1,3
T3Q2,0.13,T3Q5,0.062,0.3974358974,0,4
T3Q3,0.16,T1Q1,0.010,0.2711846815,3,1
T3Q3,0.16,T1Q2,0.013,0.2762345743,3,1
T3Q3,0.16,T1Q3,0.016,0.2812728583,3,1
T3Q3,0.16,T1Q4,0.019,0.2862995734,3,1
T3Q3,0.16,T1Q5,0.025,0.2963184560,3,1
T3Q3,0.16,T2Q1,0.020,0.2879725812,3,1
T3Q3,0.16,T2Q2,0.026,0.2979838084,3,1
T3Q3,0.16,T2Q3,0.032,0.3095969708,2,2
T3Q3,0.16,T2Q4,0.038,0.3264049148,2,2
T3Q3,0.16,T2Q5,0.050,0.3636783236,1,3
T3Q3,0.16,T3Q1,0.025,0.2963184560,3,1
T3Q3,0.16,T3Q2,0.032,0.3095969708,2,2
T3Q3,0.16,T3Q3,0.040,0.3319787355,2,2
T3Q3,0.16,T3Q4,0.047,0.3533030803,1,3
T3Q3,0.16,T3Q5,0.062,0.4046841193,1,3
T3Q4,0.19,T1Q1,0.010,0.2944838565,3,1
T3Q4,0.19,T1Q2,0.013,0.2999379632,3,1
T3Q4,0.19,T1Q3,0.016,0.3053784574,3,1
T3Q4,0.19,T1Q4,0.019,0.3108053897,3,1
T3Q4,0.19,T1Q5,0.025,0.3216187718,3,1
T3Q4,0.19,T2Q1,0.020,0.3126113623,3,1
T3Q4,0.19,T2Q2,0.026,0.3234157760,3,1
T3Q4,0.19,T2Q3,0.032,0.3341666140,3,1
T3Q4,0.19,T2Q4,0.038,0.3459196159,2,2
T3Q4,0.19,T2Q5,0.050,0.3809608298,2,2
T3Q4,0.19,T3Q1,0.025,0.3216187718,3,1
T3Q4,0.19,T3Q2,0.032,0.3341666140,3,1
T3Q4,0.19,T3Q3,0.040,0.3517996225,2,2
T3Q4,0.19,T3Q4,0.047,0.3722540072,2,2
T3Q4,0.19,T3Q5,0.062,0.4174803926,1,3
T3Q5,0.25,T1Q1,0.010,0.3445550134,3,1
T3Q5,0.25,T1Q2,0.013,0.3508619426,3,1
T3Q5,0.25,T1Q3,0.016,0.3571504620,3,1
T3Q5,0.25,T1Q4,0.019,0.3634206520,3,1
T3Q5,0.25,T1Q5,0.025,0.3759063638,3,1
T3Q5,0.25,T2Q1,0.020,0.3655066560,3,1
T3Q5,0.25,T2Q2,0.026,0.3779802635,3,1
T3Q5,0.25,T2Q3,0.032,0.3903816130,3,1
T3Q5,0.25,T2Q4,0.038,0.4027113306,3,1
T3Q5,0.25,T2Q5,0.050,0.4271583387,3,1
T3Q5,0.25,T3Q1,0.025,0.3759063638,3,1
T3Q5,0.25,T3Q2,0.032,0.3903816130,3,1
T3Q5,0.25,T3Q3,0.040,0.4068054256,3,1
T3Q5,0.25,T3Q4,0.047,0.4210729493,3,1
T3Q5,0.25,T3Q5,0.062,0.4634141157,2,2
