Productivity module,Prod bonus,Quality module,Qual bonus,E_out,n_p,n_q
T1Q5,0.10,T1Q4,0.019,0.005954070083,1,1
T1Q5,0.10,T1Q5,0.025,0.006059768318,1,1
T1Q5,0.10,T2Q1,0.020,0.005971433465,1,1
T1Q5,0.10,T2Q2,0.026,0.006077748076,1,1
T1Q5,0.10,T2Q3,0.032,0.006187933864,1,1
T1Q5,0.10,T2Q4,0.038,0.006363362765,0,2
T1Q5,0.10,T2Q5,0.050,0.006977356756,0,2
T1Q5,0.10,T3Q1,0.025,0.006059768318,1,1
T1Q5,0.10,T3Q2,0.032,0.006187933864,1,1
T1Q5,0.10,T3Q3,0.040,0.006457178227,0,2
T1Q5,0.10,T3Q4,0.047,0.006811682019,0,2
T1Q5,0.10,T3Q5,0.062,0.007738151668,0,2
T2Q1,0.06,T1Q1,0.010,0.005539242531,1,1
T2Q1,0.06,T1Q2,0.013,0.005587012163,1,1
T2Q1,0.06,T1Q3,0.016,0.005635570704,1,1
T2Q1,0.06,T1Q4,0.019,0.005684946481,1,1
T2Q1,0.06,T1Q5,0.025,0.005820723780,0,2
T2Q1,0.06,T2Q1,0.020,0.005701591879,1,1
T2Q1,0.06,T2Q2,0.026,0.005858817840,0,2
T2Q1,0.06,T2Q3,0.032,0.006099450715,0,2
T2Q1,0.06,T2Q4,0.038,0.006363362765,0,2
T2Q1,0.06,T2Q5,0.050,0.006977356756,0,2
T2Q1,0.06,T3Q1,0.025,0.005820723780,0,2
T2Q1,0.06,T3Q2,0.032,0.006099450715,0,2
T2Q1,0.06,T3Q3,0.040,0.006457178227,0,2
T2Q1,0.06,T3Q4,0.047,0.006811682019,0,2
T2Q1,0.06,T3Q5,0.062,0.007738151668,0,2
T2Q2,0.07,T1Q1,0.010,0.005604494328,1,1
T2Q2,0.07,T1Q2,0.013,0.005652777123,1,1
T2Q2,0.07,T1Q3,0.016,0.005701857337,1,1
T2Q2,0.07,T1Q4,0.019,0.005751763607,1,1
T2Q2,0.07,T1Q5,0.025,0.005854179587,1,1
T2Q2,0.07,T2Q1,0.020,0.005768587854,1,1
T2Q2,0.07,T2Q2,0.026,0.005871600932,1,1
T2Q2,0.07,T2Q3,0.032,0.006099450715,0,2
T2Q2,0.07,T2Q4,0.038,0.006363362765,0,2
T2Q2,0.07,T2Q5,0.050,0.006977356756,0,2
T2Q2,0.07,T3Q1,0.025,0.005854179587,1,1
T2Q2,0.07,T3Q2,0.032,0.006099450715,0,2
T2Q2,0.07,T3Q3,0.040,0.006457178227,0,2
T2Q2,0.07,T3Q4,0.047,0.006811682019,0,2
T2Q2,0.07,T3Q5,0.062,0.007738151668,0,2
T2Q3,0.09,T1Q1,0.010,0.005735912048,1,1
T2Q3,0.09,T1Q2,0.013,0.005785224865,1,1
T2Q3,0.09,T1Q3,0.016,0.005835352182,1,1
T2Q3,0.09,T1Q4,0.019,0.005886323268,1,1
T2Q3,0.09,T1Q5,0.025,0.005990924784,1,1
T2Q3,0.09,T2Q1,0.020,0.005903506506,1,1
T2Q3,0.09,T2Q2,0.026,0.006008717955,1,1
T2Q3,0.09,T2Q3,0.032,0.006117760066,1,1
T2Q3,0.09,T2Q4,0.038,0.006363362765,0,2
T2Q3,0.09,T2Q5,0.050,0.006977356756,0,2
T2Q3,0.09,T3Q1,0.025,0.005990924784,1,1
T2Q3,0.09,T3Q2,0.032,0.006117760066,1,1
T2Q3,0.09,T3Q3,0.040,0.006457178227,0,2
T2Q3,0.09,T3Q4,0.047,0.006811682019,0,2
T2Q3,0.09,T3Q5,0.062,0.007738151668,0,2
T2Q4,0.11,T1Q1,0.010,0.005868562908,1,1
T2Q4,0.11,T1Q2,0.013,0.005918910664,1,1
T2Q4,0.11,T1Q3,0.016,0.005970090098,1,1
T2Q4,0.11,T1Q4,0.019,0.006022131113,1,1
T2Q4,0.11,T1Q5,0.025,0.006128928700,1,1
T2Q4,0.11,T2Q1,0.020,0.006039675069,1,1
T2Q4,0.11,T2Q2,0.026,0.006147095493,1,1
T2Q4,0.11,T2Q3,0.032,0.006258427726,1,1
T2Q4,0.11,T2Q4,0.038,0.006373996962,1,1
T2Q4,0.11,T2Q5,0.050,0.006977356756,0,2
T2Q4,0.11,T3Q1,0.025,0.006128928700,1,1
T2Q4,0.11,T3Q2,0.032,0.006258427726,1,1
T2Q4,0.11,T3Q3,0.040,0.006457178227,0,2
T2Q4,0.11,T3Q4,0.047,0.006811682019,0,2
T2Q4,0.11,T3Q5,0.062,0.007738151668,0,2
T2Q5,0.15,T1Q1,0.010,0.006137634114,1,1
T2Q5,0.15,T1Q2,0.013,0.006190066530,1,1
T2Q5,0.15,T1Q3,0.016,0.006243365255,1,1
T2Q5,0.15,T1Q4,0.019,0.006297561479,1,1
T2Q5,0.15,T1Q5,0.025,0.006408782851,1,1
T2Q5,0.15,T2Q1,0.020,0.006315832054,1,1
T2Q5,0.15,T2Q2,0.026,0.006427702290,1,1
T2Q5,0.15,T2Q3,0.032,0.006543648011,1,1
T2Q5,0.15,T2Q4,0.038,0.006664008402,1,1
T2Q5,0.15,T2Q5,0.050,0.006977356756,0,2
T2Q5,0.15,T3Q1,0.025,0.006408782851,1,1
T2Q5,0.15,T3Q2,0.032,0.006543648011,1,1
T2Q5,0.15,T3Q3,0.040,0.006705173469,1,1
T2Q5,0.15,T3Q4,0.047,0.006853658426,1,1
T2Q5,0.15,T3Q5,0.062,0.007738151668,0,2
T3Q1,0.10,T1Q1,0.010,0.005802082254,1,1
T3Q1,0.10,T1Q2,0.013,0.005851911924,1,1
T3Q1,0.10,T1Q3,0.016,0.005902564673,1,1
T3Q1,0.10,T1Q4,0.019,0.005954070083,1,1
T3Q1,0.10,T1Q5,0.025,0.006059768318,1,1
T3Q1,0.10,T2Q1,0.020,0.005971433465,1,1
T3Q1,0.10,T2Q2,0.026,0.006077748076,1,1
T3Q1,0.10,T2Q3,0.032,0.006187933864,1,1
T3Q1,0.10,T2Q4,0.038,0.006363362765,0,2
T3Q1,0.10,T2Q5,0.050,0.006977356756,0,2
T3Q1,0.10,T3Q1,0.025,0.006059768318,1,1
T3Q1,0.10,T3Q2,0.032,0.006187933864,1,1
T3Q1,0.10,T3Q3,0.040,0.006457178227,0,2
T3Q1,0.10,T3Q4,0.047,0.006811682019,0,2
T3Q1,0.10,T3Q5,0.062,0.007738151668,0,2
T3Q2,0.13,T1Q1,0.010,0.006002464340,1,1
T3Q2,0.13,T1Q2,0.013,0.006053851963,1,1
T3Q2,0.13,T1Q3,0.016,0.006106088533,1,1
T3Q2,0.13,T1Q4,0.019,0.006159204591,1,1
T3Q2,0.13,T1Q5,0.025,0.006268208795,1,1
T3Q2,0.13,T2Q1,0.020,0.006177110992,1,1
T3Q2,0.13,T2Q2,0.026,0.006286751009,1,1
T3Q2,0.13,T2Q3,0.032,0.006400384441,1,1
T3Q2,0.13,T2Q4,0.038,0.006518343455,1,1
T3Q2,0.13,T2Q5,0.050,0.006977356756,0,2
T3Q2,0.13,T3Q1,0.025,0.006268208795,1,1
T3Q2,0.13,T3Q2,0.032,0.006400384441,1,1
T3Q2,0.13,T3Q3,0.040,0.006558686944,1,1
T3Q2,0.13,T3Q4,0.047,0.006811682019,0,2
T3Q2,0.13,T3Q5,0.062,0.007738151668,0,2
T3Q3,0.16,T1Q1,0.010,0.006205700276,1,1
T3Q3,0.16,T1Q2,0.013,0.006258656933,1,1
T3Q3,0.16,T1Q3,0.016,0.006312488621,1,1
T3Q3,0.16,T1Q4,0.019,0.006367226846,1,1
T3Q3,0.16,T1Q5,0.025,0.006479560764,1,1
T3Q3,0.16,T2Q1,0.020,0.006385680158,1,1
T3Q3,0.16,T2Q2,0.026,0.006498669491,1,1
T3Q3,0.16,T2Q3,0.032,0.006615775520,1,1
T3Q3,0.16,T2Q4,0.038,0.006737340954,1,1
T3Q3,0.16,T2Q5,0.050,0.006995405429,1,1
T3Q3,0.16,T3Q1,0.025,0.006479560764,1,1
T3Q3,0.16,T3Q2,0.032,0.006615775520,1,1
T3Q3,0.16,T3Q3,0.040,0.006778918309,1,1
T3Q3,0.16,T3Q4,0.047,0.006928891075,1,1
T3Q3,0.16,T3Q5,0.062,0.007738151668,0,2
T3Q4,0.19,T1Q1,0.010,0.006411851468,1,1
T3Q4,0.19,T1Q2,0.013,0.006466388241,1,1
T3Q4,0.19,T1Q3,0.016,0.006521826345,1,1
T3Q4,0.19,T1Q4,0.019,0.006578198260,1,1
T3Q4,0.19,T1Q5,0.025,0.006693885658,1,1
T3Q4,0.19,T2Q1,0.020,0.006597202374,1,1
T3Q4,0.19,T2Q2,0.026,0.006713564956,1,1
T3Q4,0.19,T2Q3,0.032,0.006834168571,1,1
T3Q4,0.19,T2Q4,0.038,0.006959366585,1,1
T3Q4,0.19,T2Q5,0.050,0.007225149517,1,1
T3Q4,0.19,T3Q1,0.025,0.006693885658,1,1
T3Q4,0.19,T3Q2,0.032,0.006834168571,1,1
T3Q4,0.19,T3Q3,0.040,0.007002186805,1,1
T3Q4,0.19,T3Q4,0.047,0.007156644803,1,1
T3Q4,0.19,T3Q5,0.062,0.007738151668,0,2
T3Q5,0.25,T1Q1,0.010,0.006833154169,1,1
T3Q5,0.25,T1Q2,0.013,0.006890884380,1,1
T3Q5,0.25,T1Q3,0.016,0.006949569178,1,1
T3Q5,0.25,T1Q4,0.019,0.007009243025,1,1
T3Q5,0.25,T1Q5,0.025,0.007131708703,1,1
T3Q5,0.25,T2Q1,0.020,0.007029360426,1,1
T3Q5,0.25,T2Q2,0.026,0.007152541331,1,1
T3Q5,0.25,T2Q3,0.032,0.007280215183,1,1
T3Q5,0.25,T2Q4,0.038,0.007412756986,1,1
T3Q5,0.25,T2Q5,0.050,0.007694146302,1,1
T3Q5,0.25,T3Q1,0.025,0.007131708703,1,1
T3Q5,0.25,T3Q2,0.032,0.007280215183,1,1
T3Q5,0.25,T3Q3,0.040,0.007458090003,1,1
T3Q5,0.25,T3Q4,0.047,0.007621616852,1,1
T3Q5,0.25,T3Q5,0.062,0.008000511473,1,1
